Species,River,Site,Quadrat,Live,Dead
O. jacksoniana,Neches,5,5,,
O. jacksoniana,Neches,5,6,,
O. jacksoniana,Neches,5,7,,
O. jacksoniana,Neches,5,8,,
O. jacksoniana,Neches,5,9,,
O. jacksoniana,Neches,5,1,,
O. jacksoniana,Neches,5,11,,
O. jacksoniana,Neches,5,12,,
O. jacksoniana,Neches,5,13,,
O. jacksoniana,Neches,5,14,,
O. jacksoniana,Neches,5,15,,
O. jacksoniana,Neches,5,16,,
O. jacksoniana,Neches,5,17,,
O. jacksoniana,Neches,5,18,,
O. jacksoniana,Neches,5,19,,
O. jacksoniana,Neches,5,2,,
O. jacksoniana,Neches,5,21,,
O. jacksoniana,Neches,5,22,,
O. jacksoniana,Neches,5,23,,
O. jacksoniana,Neches,5,24,,
O. jacksoniana,Neches,5,25,,
O. jacksoniana,Neches,5,26,,
O. jacksoniana,Neches,5,27,,
O. reflexa,Neches,5,1,,
O. reflexa,Neches,5,2,,
O. reflexa,Neches,5,3,,
O. reflexa,Neches,5,4,,
O. reflexa,Neches,5,5,,
O. reflexa,Neches,5,6,,
O. reflexa,Neches,5,7,,
O. reflexa,Neches,5,8,,
O. reflexa,Neches,5,9,,
O. reflexa,Neches,5,1,1,1
O. reflexa,Neches,5,11,,
O. reflexa,Neches,5,12,,
O. reflexa,Neches,5,13,,
O. reflexa,Neches,5,14,,
O. reflexa,Neches,5,15,,
O. reflexa,Neches,5,16,,
O. reflexa,Neches,5,17,,
O. reflexa,Neches,5,18,,
O. reflexa,Neches,5,19,1,
O. reflexa,Neches,5,2,,
O. reflexa,Neches,5,21,,
O. reflexa,Neches,5,22,,
O. reflexa,Neches,5,23,,
O. reflexa,Neches,5,24,,
O. reflexa,Neches,5,25,,
O. reflexa,Neches,5,26,,
O. reflexa,Neches,5,27,,
P. dombeyanus,Neches,5,1,,
P. dombeyanus,Neches,5,2,,
P. dombeyanus,Neches,5,3,,
P. dombeyanus,Neches,5,4,,
P. dombeyanus,Neches,5,5,,
P. dombeyanus,Neches,5,6,,
P. dombeyanus,Neches,5,7,,
P. dombeyanus,Neches,5,8,,
P. dombeyanus,Neches,5,9,,
P. dombeyanus,Neches,5,1,,
P. dombeyanus,Neches,5,11,,
P. dombeyanus,Neches,5,12,,
P. dombeyanus,Neches,5,13,1,
P. dombeyanus,Neches,5,14,1,
P. dombeyanus,Neches,5,15,,
P. dombeyanus,Neches,5,16,1,
P. dombeyanus,Neches,5,17,,
P. dombeyanus,Neches,5,18,,
P. dombeyanus,Neches,5,19,,
P. dombeyanus,Neches,5,2,,
P. dombeyanus,Neches,5,21,,
P. dombeyanus,Neches,5,22,1,
P. dombeyanus,Neches,5,23,1,
P. dombeyanus,Neches,5,24,,
P. dombeyanus,Neches,5,25,1,
P. dombeyanus,Neches,5,26,,
P. dombeyanus,Neches,5,27,,
P. riddellii,Neches,5,1,8,
P. riddellii,Neches,5,2,,
P. riddellii,Neches,5,3,,
P. riddellii,Neches,5,4,,
P. riddellii,Neches,5,5,5,
P. riddellii,Neches,5,6,1,
P. riddellii,Neches,5,7,,
P. riddellii,Neches,5,8,,
P. riddellii,Neches,5,9,,
P. riddellii,Neches,5,1,,
P. riddellii,Neches,5,11,,
P. riddellii,Neches,5,12,,
P. riddellii,Neches,5,13,,
P. riddellii,Neches,5,14,,
P. riddellii,Neches,5,15,,
P. riddellii,Neches,5,16,,
P. riddellii,Neches,5,17,,
P. riddellii,Neches,5,18,,
P. riddellii,Neches,5,19,,
P. riddellii,Neches,5,2,,
P. riddellii,Neches,5,21,,
P. riddellii,Neches,5,22,,
P. riddellii,Neches,5,23,,
P. riddellii,Neches,5,24,1,
P. riddellii,Neches,5,25,3,
P. riddellii,Neches,5,26,1,
P. riddellii,Neches,5,27,,
P. amphichaenus,Neches,5,1,,
P. amphichaenus,Neches,5,2,,
P. amphichaenus,Neches,5,3,,
P. amphichaenus,Neches,5,4,,
P. amphichaenus,Neches,5,5,,
P. amphichaenus,Neches,5,6,,
P. amphichaenus,Neches,5,7,,
P. amphichaenus,Neches,5,8,,
P. amphichaenus,Neches,5,9,,
P. amphichaenus,Neches,5,1,,
P. amphichaenus,Neches,5,11,,
P. amphichaenus,Neches,5,12,,
P. amphichaenus,Neches,5,13,,
P. amphichaenus,Neches,5,14,,
P. amphichaenus,Neches,5,15,,
P. amphichaenus,Neches,5,16,,
P. amphichaenus,Neches,5,17,,
P. amphichaenus,Neches,5,18,,
P. amphichaenus,Neches,5,19,,
P. amphichaenus,Neches,5,2,,
P. amphichaenus,Neches,5,21,,
P. amphichaenus,Neches,5,22,,
P. amphichaenus,Neches,5,23,,
P. amphichaenus,Neches,5,24,,
P. amphichaenus,Neches,5,25,,
P. amphichaenus,Neches,5,26,,
P. amphichaenus,Neches,5,27,,
P. purpurtus ,Neches,5,1,,
P. purpurtus ,Neches,5,2,,
P. purpurtus ,Neches,5,3,,
P. purpurtus ,Neches,5,4,,
P. purpurtus ,Neches,5,5,,
P. purpurtus ,Neches,5,6,,
P. purpurtus ,Neches,5,7,,
P. purpurtus ,Neches,5,8,,
P. purpurtus ,Neches,5,9,,
P. purpurtus ,Neches,5,1,,
P. purpurtus ,Neches,5,11,,
P. purpurtus ,Neches,5,12,,
P. purpurtus ,Neches,5,13,,
P. purpurtus ,Neches,5,14,,
P. purpurtus ,Neches,5,15,,
P. purpurtus ,Neches,5,16,,
P. purpurtus ,Neches,5,17,,
P. purpurtus ,Neches,5,18,,
P. purpurtus ,Neches,5,19,,
P. purpurtus ,Neches,5,2,,
P. purpurtus ,Neches,5,21,,
P. purpurtus ,Neches,5,22,,
P. purpurtus ,Neches,5,23,,
P. purpurtus ,Neches,5,24,,
P. purpurtus ,Neches,5,25,,
P. purpurtus ,Neches,5,26,,
P. purpurtus ,Neches,5,27,,
P. grandis,Neches,5,1,,
P. grandis,Neches,5,2,,
P. grandis,Neches,5,3,,
P. grandis,Neches,5,4,,
P. grandis,Neches,5,5,,
P. grandis,Neches,5,6,,
P. grandis,Neches,5,7,,
P. grandis,Neches,5,8,,
P. grandis,Neches,5,9,,
P. grandis,Neches,5,1,,
P. grandis,Neches,5,11,,
P. grandis,Neches,5,12,,
P. grandis,Neches,5,13,,
P. grandis,Neches,5,14,,
P. grandis,Neches,5,15,,
P. grandis,Neches,5,16,,
P. grandis,Neches,5,17,,
P. grandis,Neches,5,18,,
P. grandis,Neches,5,19,,
P. grandis,Neches,5,2,,
P. grandis,Neches,5,21,,
P. grandis,Neches,5,22,,
P. grandis,Neches,5,23,,
P. grandis,Neches,5,24,,
P. grandis,Neches,5,25,,
P. grandis,Neches,5,26,,
P. grandis,Neches,5,27,,
Q. apiculata,Neches,5,1,,
Q. apiculata,Neches,5,2,,
Q. apiculata,Neches,5,3,,
Q. apiculata,Neches,5,4,,
Q. apiculata,Neches,5,5,,
Q. apiculata,Neches,5,6,,
Q. apiculata,Neches,5,7,,
Q. apiculata,Neches,5,8,,
Q. apiculata,Neches,5,9,,
Q. apiculata,Neches,5,1,,
Q. apiculata,Neches,5,11,,
Q. apiculata,Neches,5,12,,
Q. apiculata,Neches,5,13,,
Q. apiculata,Neches,5,14,,
Q. apiculata,Neches,5,15,,
Q. apiculata,Neches,5,16,,
Q. apiculata,Neches,5,17,,
Q. apiculata,Neches,5,18,,
Q. apiculata,Neches,5,19,,
Q. apiculata,Neches,5,2,,
Q. apiculata,Neches,5,21,,
Q. apiculata,Neches,5,22,,
Q. apiculata,Neches,5,23,,
Q. apiculata,Neches,5,24,,
Q. apiculata,Neches,5,25,,
Q. apiculata,Neches,5,26,,
Q. apiculata,Neches,5,27,,
Q. mortoni,Neches,5,1,5,
Q. mortoni,Neches,5,2,,
Q. mortoni,Neches,5,3,,
Q. mortoni,Neches,5,4,1,
Q. mortoni,Neches,5,5,9,
Q. mortoni,Neches,5,6,3,
Q. mortoni,Neches,5,7,,
Q. mortoni,Neches,5,8,,
Q. mortoni,Neches,5,9,2,
Q. mortoni,Neches,5,1,1,
Q. mortoni,Neches,5,11,,
Q. mortoni,Neches,5,12,,
Q. mortoni,Neches,5,13,2,
Q. mortoni,Neches,5,14,,
Q. mortoni,Neches,5,15,,
Q. mortoni,Neches,5,16,1,
Q. mortoni,Neches,5,17,2,
Q. mortoni,Neches,5,18,2,
Q. mortoni,Neches,5,19,,
Q. mortoni,Neches,5,2,,
Q. mortoni,Neches,5,21,5,
Q. mortoni,Neches,5,22,2,
Q. mortoni,Neches,5,23,4,
Q. mortoni,Neches,5,24,1,
Q. mortoni,Neches,5,25,3,
Q. mortoni,Neches,5,26,,
Q. mortoni,Neches,5,27,,
Q. nobilis,Neches,5,1,,
Q. nobilis,Neches,5,2,,
Q. nobilis,Neches,5,3,,
Q. nobilis,Neches,5,4,,
Q. nobilis,Neches,5,5,,
Q. nobilis,Neches,5,6,,
Q. nobilis,Neches,5,7,,
Q. nobilis,Neches,5,8,,
Q. nobilis,Neches,5,9,,
Q. nobilis,Neches,5,1,,
Q. nobilis,Neches,5,11,,
Q. nobilis,Neches,5,12,,
Q. nobilis,Neches,5,13,,
Q. nobilis,Neches,5,14,,
Q. nobilis,Neches,5,15,,
Q. nobilis,Neches,5,16,,
Q. nobilis,Neches,5,17,,
Q. nobilis,Neches,5,18,,
Q. nobilis,Neches,5,19,,
Q. nobilis,Neches,5,2,,
Q. nobilis,Neches,5,21,,
Q. nobilis,Neches,5,22,,
Q. nobilis,Neches,5,23,,
Q. nobilis,Neches,5,24,,
Q. nobilis,Neches,5,25,,
Q. nobilis,Neches,5,26,,
Q. nobilis,Neches,5,27,,
Q.verrucosa,Neches,5,1,9,
Q.verrucosa,Neches,5,2,,
Q.verrucosa,Neches,5,3,,
Q.verrucosa,Neches,5,4,1,
Q.verrucosa,Neches,5,5,5,
Q.verrucosa,Neches,5,6,,
Q.verrucosa,Neches,5,7,,
Q.verrucosa,Neches,5,8,,
Q.verrucosa,Neches,5,9,1,
Q.verrucosa,Neches,5,1,1,
Q.verrucosa,Neches,5,11,1,
Q.verrucosa,Neches,5,12,,
Q.verrucosa,Neches,5,13,1,
Q.verrucosa,Neches,5,14,2,
Q.verrucosa,Neches,5,15,2,
Q.verrucosa,Neches,5,16,2,
Q.verrucosa,Neches,5,17,4,
Q.verrucosa,Neches,5,18,3,
Q.verrucosa,Neches,5,19,,1
Q.verrucosa,Neches,5,2,1,
Q.verrucosa,Neches,5,21,1,
Q.verrucosa,Neches,5,22,2,
Q.verrucosa,Neches,5,23,,
Q.verrucosa,Neches,5,24,2,
Q.verrucosa,Neches,5,25,6,
Q.verrucosa,Neches,5,26,2,
Q.verrucosa,Neches,5,27,1,
S. undulatus,Neches,5,1,,
S. undulatus,Neches,5,2,,
S. undulatus,Neches,5,3,,
S. undulatus,Neches,5,4,,
S. undulatus,Neches,5,5,,
S. undulatus,Neches,5,6,,
S. undulatus,Neches,5,7,,
S. undulatus,Neches,5,8,,
S. undulatus,Neches,5,9,,
S. undulatus,Neches,5,1,,
S. undulatus,Neches,5,11,,
S. undulatus,Neches,5,12,,
S. undulatus,Neches,5,13,,
S. undulatus,Neches,5,14,,
S. undulatus,Neches,5,15,,
S. undulatus,Neches,5,16,,
S. undulatus,Neches,5,17,,
S. undulatus,Neches,5,18,,
S. undulatus,Neches,5,19,,
S. undulatus,Neches,5,2,,
S. undulatus,Neches,5,21,,
S. undulatus,Neches,5,22,,
S. undulatus,Neches,5,23,,
S. undulatus,Neches,5,24,,
S. undulatus,Neches,5,25,,
S. undulatus,Neches,5,26,,
S. undulatus,Neches,5,27,,
T. parvum,Neches,5,1,,
T. parvum,Neches,5,2,,
T. parvum,Neches,5,3,,
T. parvum,Neches,5,4,,
T. parvum,Neches,5,5,,
T. parvum,Neches,5,6,,
T. parvum,Neches,5,7,,
T. parvum,Neches,5,8,,
T. parvum,Neches,5,9,,
T. parvum,Neches,5,1,,
T. parvum,Neches,5,11,,
T. parvum,Neches,5,12,,
T. parvum,Neches,5,13,,
T. parvum,Neches,5,14,,
T. parvum,Neches,5,15,,
T. parvum,Neches,5,16,,
T. parvum,Neches,5,17,,
T. parvum,Neches,5,18,,
T. parvum,Neches,5,19,,
T. parvum,Neches,5,2,,
T. parvum,Neches,5,21,,
T. parvum,Neches,5,22,,
T. parvum,Neches,5,23,,
T. parvum,Neches,5,24,,
T. parvum,Neches,5,25,,
T. parvum,Neches,5,26,,
T. parvum,Neches,5,27,,
T. texasense,Neches,5,1,,
T. texasense,Neches,5,2,,
T. texasense,Neches,5,3,,
T. texasense,Neches,5,4,,
T. texasense,Neches,5,5,,
T. texasense,Neches,5,6,,
T. texasense,Neches,5,7,,
T. texasense,Neches,5,8,,
T. texasense,Neches,5,9,,
T. texasense,Neches,5,1,,
T. texasense,Neches,5,11,,
T. texasense,Neches,5,12,,
T. texasense,Neches,5,13,,
T. texasense,Neches,5,14,,
T. texasense,Neches,5,15,,
T. texasense,Neches,5,16,,
T. texasense,Neches,5,17,,
T. texasense,Neches,5,18,,
T. texasense,Neches,5,19,,
T. texasense,Neches,5,2,,
T. texasense,Neches,5,21,,
T. texasense,Neches,5,22,,
T. texasense,Neches,5,23,,
T. texasense,Neches,5,24,,
T. texasense,Neches,5,25,,
T. texasense,Neches,5,26,,
T. texasense,Neches,5,27,,
T. truncata,Neches,5,1,1,
T. truncata,Neches,5,2,,
T. truncata,Neches,5,3,,
T. truncata,Neches,5,4,,
T. truncata,Neches,5,5,,
T. truncata,Neches,5,6,,
T. truncata,Neches,5,7,,
T. truncata,Neches,5,8,,
T. truncata,Neches,5,9,,1
T. truncata,Neches,5,1,,
T. truncata,Neches,5,11,,
T. truncata,Neches,5,12,,
T. truncata,Neches,5,13,,1
T. truncata,Neches,5,14,,
T. truncata,Neches,5,15,1,
T. truncata,Neches,5,16,,
T. truncata,Neches,5,17,,
T. truncata,Neches,5,18,,
T. truncata,Neches,5,19,1,
T. truncata,Neches,5,2,,
T. truncata,Neches,5,21,,
T. truncata,Neches,5,22,,
T. truncata,Neches,5,23,2,
T. truncata,Neches,5,24,,
T. truncata,Neches,5,25,1,
T. truncata,Neches,5,26,,
T. truncata,Neches,5,27,,
U. declivis,Neches,5,1,,
U. declivis,Neches,5,2,,
U. declivis,Neches,5,3,,
U. declivis,Neches,5,4,,
U. declivis,Neches,5,5,,
U. declivis,Neches,5,6,,
U. declivis,Neches,5,7,,
U. declivis,Neches,5,8,,
U. declivis,Neches,5,9,,
U. declivis,Neches,5,1,,
U. declivis,Neches,5,11,,
U. declivis,Neches,5,12,,
U. declivis,Neches,5,13,,
U. declivis,Neches,5,14,,
U. declivis,Neches,5,15,,
U. declivis,Neches,5,16,,
U. declivis,Neches,5,17,,
U. declivis,Neches,5,18,,
U. declivis,Neches,5,19,,
U. declivis,Neches,5,2,,
U. declivis,Neches,5,21,,
U. declivis,Neches,5,22,,
U. declivis,Neches,5,23,,
U. declivis,Neches,5,24,,
U. declivis,Neches,5,25,,
U. declivis,Neches,5,26,,
U. declivis,Neches,5,27,,
U. imbecillis,Neches,5,1,,
U. imbecillis,Neches,5,2,,
U. imbecillis,Neches,5,3,,
U. imbecillis,Neches,5,4,,
U. imbecillis,Neches,5,5,,
U. imbecillis,Neches,5,6,,
U. imbecillis,Neches,5,7,,
U. imbecillis,Neches,5,8,,
U. imbecillis,Neches,5,9,,
U. imbecillis,Neches,5,1,,
U. imbecillis,Neches,5,11,,
U. imbecillis,Neches,5,12,,
U. imbecillis,Neches,5,13,,
U. imbecillis,Neches,5,14,,
U. imbecillis,Neches,5,15,,
U. imbecillis,Neches,5,16,,
U. imbecillis,Neches,5,17,,
U. imbecillis,Neches,5,18,,
U. imbecillis,Neches,5,19,,
U. imbecillis,Neches,5,2,,
U. imbecillis,Neches,5,21,,
U. imbecillis,Neches,5,22,,
U. imbecillis,Neches,5,23,,
U. imbecillis,Neches,5,24,,
U. imbecillis,Neches,5,25,,
U. imbecillis,Neches,5,26,,
U. imbecillis,Neches,5,27,,
V. lienosa,Neches,5,1,,
V. lienosa,Neches,5,2,,
V. lienosa,Neches,5,3,,
V. lienosa,Neches,5,4,,
V. lienosa,Neches,5,5,,
V. lienosa,Neches,5,6,,
V. lienosa,Neches,5,7,,
V. lienosa,Neches,5,8,,
V. lienosa,Neches,5,9,,
V. lienosa,Neches,5,1,,
V. lienosa,Neches,5,11,,
V. lienosa,Neches,5,12,,
V. lienosa,Neches,5,13,,
V. lienosa,Neches,5,14,,
V. lienosa,Neches,5,15,,
V. lienosa,Neches,5,16,,
V. lienosa,Neches,5,17,,
V. lienosa,Neches,5,18,,
V. lienosa,Neches,5,19,,
V. lienosa,Neches,5,2,,
V. lienosa,Neches,5,21,,
V. lienosa,Neches,5,22,,
V. lienosa,Neches,5,23,,
V. lienosa,Neches,5,24,,
V. lienosa,Neches,5,25,,
V. lienosa,Neches,5,26,,
V. lienosa,Neches,5,27,,
A. plicata,Neches,6,1,,
A. plicata,Neches,6,2,1,
A. plicata,Neches,6,3,1,
A. plicata,Neches,6,4,,
A. plicata,Neches,6,5,,
A. plicata,Neches,6,6,,
A. plicata,Neches,6,7,,
A. plicata,Neches,6,8,,
A. plicata,Neches,6,9,,
A. plicata,Neches,6,1,,
A. plicata,Neches,6,11,,
A. plicata,Neches,6,12,,
A. plicata,Neches,6,13,,
A. plicata,Neches,6,14,,
A. plicata,Neches,6,15,,
A. plicata,Neches,6,16,1,
A. plicata,Neches,6,17,,
A. plicata,Neches,6,18,,
A. plicata,Neches,6,19,,
A. plicata,Neches,6,2,,
A. plicata,Neches,6,21,,
A. plicata,Neches,6,22,,
A. plicata,Neches,6,23,,
A. plicata,Neches,6,24,,
A. plicata,Neches,6,25,,
A. plicata,Neches,6,26,,
A. plicata,Neches,6,27,,
A. suborbiculta,Neches,6,1,,
A. suborbiculta,Neches,6,2,,
A. suborbiculta,Neches,6,3,,
A. suborbiculta,Neches,6,4,,
A. suborbiculta,Neches,6,5,,
A. suborbiculta,Neches,6,6,,
A. suborbiculta,Neches,6,7,,
A. suborbiculta,Neches,6,8,,
A. suborbiculta,Neches,6,9,,
A. suborbiculta,Neches,6,1,,
A. suborbiculta,Neches,6,11,,
A. suborbiculta,Neches,6,12,,
A. suborbiculta,Neches,6,13,,
A. suborbiculta,Neches,6,14,,
A. suborbiculta,Neches,6,15,,
A. suborbiculta,Neches,6,16,,
A. suborbiculta,Neches,6,17,,
A. suborbiculta,Neches,6,18,,
A. suborbiculta,Neches,6,19,,
A. suborbiculta,Neches,6,2,,
A. suborbiculta,Neches,6,21,,
A. suborbiculta,Neches,6,22,,
A. suborbiculta,Neches,6,23,,
A. suborbiculta,Neches,6,24,,
A. suborbiculta,Neches,6,25,,
A. suborbiculta,Neches,6,26,,
A. suborbiculta,Neches,6,27,,
A. confragosus,Neches,6,1,,
A. confragosus,Neches,6,2,,
A. confragosus,Neches,6,3,,
A. confragosus,Neches,6,4,,
A. confragosus,Neches,6,5,,
A. confragosus,Neches,6,6,,
A. confragosus,Neches,6,7,,
A. confragosus,Neches,6,8,,
A. confragosus,Neches,6,9,,
A. confragosus,Neches,6,1,,
A. confragosus,Neches,6,11,,
A. confragosus,Neches,6,12,,
A. confragosus,Neches,6,13,,
A. confragosus,Neches,6,14,,
A. confragosus,Neches,6,15,,
A. confragosus,Neches,6,16,,
A. confragosus,Neches,6,17,,
A. confragosus,Neches,6,18,,
A. confragosus,Neches,6,19,,
A. confragosus,Neches,6,2,,
A. confragosus,Neches,6,21,,
A. confragosus,Neches,6,22,,
A. confragosus,Neches,6,23,,
A. confragosus,Neches,6,24,,
A. confragosus,Neches,6,25,,
A. confragosus,Neches,6,26,,
A. confragosus,Neches,6,27,,
F. askewi,Neches,6,1,,
F. askewi,Neches,6,2,2,
F. askewi,Neches,6,3,,
F. askewi,Neches,6,4,,
F. askewi,Neches,6,5,,
F. askewi,Neches,6,6,1,
F. askewi,Neches,6,7,,1
F. askewi,Neches,6,8,,
F. askewi,Neches,6,9,,
F. askewi,Neches,6,1,,
F. askewi,Neches,6,11,,
F. askewi,Neches,6,12,,
F. askewi,Neches,6,13,,
F. askewi,Neches,6,14,,
F. askewi,Neches,6,15,,
F. askewi,Neches,6,16,,
F. askewi,Neches,6,17,,
F. askewi,Neches,6,18,,
F. askewi,Neches,6,19,,
F. askewi,Neches,6,2,,
F. askewi,Neches,6,21,,
F. askewi,Neches,6,22,,
F. askewi,Neches,6,23,,
F. askewi,Neches,6,24,,
F. askewi,Neches,6,25,,
F. askewi,Neches,6,26,,
F. askewi,Neches,6,27,,
L. hydiana,Neches,6,1,,
L. hydiana,Neches,6,2,,
L. hydiana,Neches,6,3,,
L. hydiana,Neches,6,4,,
L. hydiana,Neches,6,5,,
L. hydiana,Neches,6,6,,
L. hydiana,Neches,6,7,,
L. hydiana,Neches,6,8,,
L. hydiana,Neches,6,9,,
L. hydiana,Neches,6,1,,
L. hydiana,Neches,6,11,,
L. hydiana,Neches,6,12,,
L. hydiana,Neches,6,13,,
L. hydiana,Neches,6,14,,
L. hydiana,Neches,6,15,,
L. hydiana,Neches,6,16,,
L. hydiana,Neches,6,17,,
L. hydiana,Neches,6,18,,
L. hydiana,Neches,6,19,,
L. hydiana,Neches,6,2,,
L. hydiana,Neches,6,21,,
L. hydiana,Neches,6,22,,
L. hydiana,Neches,6,23,,
L. hydiana,Neches,6,24,,
L. hydiana,Neches,6,25,,
L. hydiana,Neches,6,26,,
L. hydiana,Neches,6,27,,
La. Satura,Neches,6,1,,
La. Satura,Neches,6,2,,
La. Satura,Neches,6,3,,
La. Satura,Neches,6,4,,
La. Satura,Neches,6,5,,
La. Satura,Neches,6,6,,
La. Satura,Neches,6,7,,
La. Satura,Neches,6,8,,
La. Satura,Neches,6,9,,
La. Satura,Neches,6,1,,
La. Satura,Neches,6,11,,
La. Satura,Neches,6,12,,
La. Satura,Neches,6,13,,
La. Satura,Neches,6,14,,
La. Satura,Neches,6,15,,
La. Satura,Neches,6,16,,
La. Satura,Neches,6,17,,
La. Satura,Neches,6,18,,
La. Satura,Neches,6,19,,
La. Satura,Neches,6,2,,
La. Satura,Neches,6,21,,
La. Satura,Neches,6,22,,
La. Satura,Neches,6,23,,
La. Satura,Neches,6,24,,
La. Satura,Neches,6,25,,
La. Satura,Neches,6,26,,
La. Satura,Neches,6,27,,
L. teres,Neches,6,1,,
L. teres,Neches,6,2,,
L. teres,Neches,6,3,,
L. teres,Neches,6,4,,
L. teres,Neches,6,5,,
L. teres,Neches,6,6,,
L. teres,Neches,6,7,,
L. teres,Neches,6,8,,
L. teres,Neches,6,9,,
L. teres,Neches,6,1,,
L. teres,Neches,6,11,,
L. teres,Neches,6,12,,
L. teres,Neches,6,13,,
L. teres,Neches,6,14,,
L. teres,Neches,6,15,,
L. teres,Neches,6,16,,
L. teres,Neches,6,17,,
L. teres,Neches,6,18,,
L. teres,Neches,6,19,,
L. teres,Neches,6,2,,
L. teres,Neches,6,21,,
L. teres,Neches,6,22,,
L. teres,Neches,6,23,1,
L. teres,Neches,6,24,,
L. teres,Neches,6,25,,
L. teres,Neches,6,26,,
L. teres,Neches,6,27,,
L. fragilis,Neches,6,1,,
L. fragilis,Neches,6,2,,
L. fragilis,Neches,6,3,,
L. fragilis,Neches,6,4,,
L. fragilis,Neches,6,5,,
L. fragilis,Neches,6,6,,
L. fragilis,Neches,6,7,,
L. fragilis,Neches,6,8,,
L. fragilis,Neches,6,9,,
L. fragilis,Neches,6,1,,
L. fragilis,Neches,6,11,,
L. fragilis,Neches,6,12,,
L. fragilis,Neches,6,13,,
L. fragilis,Neches,6,14,,
L. fragilis,Neches,6,15,,
L. fragilis,Neches,6,16,,
L. fragilis,Neches,6,17,,
L. fragilis,Neches,6,18,,
L. fragilis,Neches,6,19,,
L. fragilis,Neches,6,2,,
L. fragilis,Neches,6,21,,
L. fragilis,Neches,6,22,,
L. fragilis,Neches,6,23,,
L. fragilis,Neches,6,24,,
L. fragilis,Neches,6,25,,
L. fragilis,Neches,6,26,,
L. fragilis,Neches,6,27,,
Li. Subrostrata,Neches,6,1,,
Li. Subrostrata,Neches,6,2,,
Li. Subrostrata,Neches,6,3,,
Li. Subrostrata,Neches,6,4,,
Li. Subrostrata,Neches,6,5,,
Li. Subrostrata,Neches,6,6,,
Li. Subrostrata,Neches,6,7,,
Li. Subrostrata,Neches,6,8,,
Li. Subrostrata,Neches,6,9,,
Li. Subrostrata,Neches,6,1,,
Li. Subrostrata,Neches,6,11,,
Li. Subrostrata,Neches,6,12,,
Li. Subrostrata,Neches,6,13,,
Li. Subrostrata,Neches,6,14,,
Li. Subrostrata,Neches,6,15,,
Li. Subrostrata,Neches,6,16,,
Li. Subrostrata,Neches,6,17,,
Li. Subrostrata,Neches,6,18,,
Li. Subrostrata,Neches,6,19,,
Li. Subrostrata,Neches,6,2,,
Li. Subrostrata,Neches,6,21,,
Li. Subrostrata,Neches,6,22,,
Li. Subrostrata,Neches,6,23,,
Li. Subrostrata,Neches,6,24,,
Li. Subrostrata,Neches,6,25,,
Li. Subrostrata,Neches,6,26,,
Li. Subrostrata,Neches,6,27,,
M. nervosa,Neches,6,1,,
M. nervosa,Neches,6,2,,
M. nervosa,Neches,6,3,,
M. nervosa,Neches,6,4,,
M. nervosa,Neches,6,5,,
M. nervosa,Neches,6,6,1,
M. nervosa,Neches,6,7,,
M. nervosa,Neches,6,8,,
M. nervosa,Neches,6,9,,
M. nervosa,Neches,6,1,,
M. nervosa,Neches,6,11,1,
M. nervosa,Neches,6,12,,
M. nervosa,Neches,6,13,,
M. nervosa,Neches,6,14,,
M. nervosa,Neches,6,15,,
M. nervosa,Neches,6,16,,
M. nervosa,Neches,6,17,,
M. nervosa,Neches,6,18,,
M. nervosa,Neches,6,19,,
M. nervosa,Neches,6,2,,
M. nervosa,Neches,6,21,,
M. nervosa,Neches,6,22,2,
M. nervosa,Neches,6,23,,
M. nervosa,Neches,6,24,,
M. nervosa,Neches,6,25,,
M. nervosa,Neches,6,26,,
M. nervosa,Neches,6,27,,
O. jacksoniana,Neches,6,1,,
O. jacksoniana,Neches,6,2,,
O. jacksoniana,Neches,6,3,,
O. jacksoniana,Neches,6,4,,
O. jacksoniana,Neches,6,5,,
O. jacksoniana,Neches,6,6,,
O. jacksoniana,Neches,6,7,,
O. jacksoniana,Neches,6,8,,
O. jacksoniana,Neches,6,9,,
O. jacksoniana,Neches,6,1,,
O. jacksoniana,Neches,6,11,,
O. jacksoniana,Neches,6,12,,
O. jacksoniana,Neches,6,13,,
O. jacksoniana,Neches,6,14,,
O. jacksoniana,Neches,6,15,,
O. jacksoniana,Neches,6,16,,
O. jacksoniana,Neches,6,17,1,
O. jacksoniana,Neches,6,18,,
O. jacksoniana,Neches,6,19,,
O. jacksoniana,Neches,6,2,,
O. jacksoniana,Neches,6,21,,
O. jacksoniana,Neches,6,22,,
O. jacksoniana,Neches,6,23,,
O. jacksoniana,Neches,6,24,,
O. jacksoniana,Neches,6,25,,
O. jacksoniana,Neches,6,26,,
O. jacksoniana,Neches,6,27,1,
O. reflexa,Neches,6,1,,
O. reflexa,Neches,6,2,,
O. reflexa,Neches,6,3,,
O. reflexa,Neches,6,4,,1
O. reflexa,Neches,6,5,,
O. reflexa,Neches,6,6,,
O. reflexa,Neches,6,7,,
O. reflexa,Neches,6,8,,
O. reflexa,Neches,6,9,,
O. reflexa,Neches,6,1,,
O. reflexa,Neches,6,11,,
O. reflexa,Neches,6,12,,
O. reflexa,Neches,6,13,,
O. reflexa,Neches,6,14,,
O. reflexa,Neches,6,15,,
O. reflexa,Neches,6,16,,
O. reflexa,Neches,6,17,,
O. reflexa,Neches,6,18,,
O. reflexa,Neches,6,19,,
O. reflexa,Neches,6,2,,
O. reflexa,Neches,6,21,,
O. reflexa,Neches,6,22,,
